"New York City Neighborhood Information provided by the Furman Center, retrieved from http://www.furmancenter.org/data/search on 11/8/2016. Terms can be found at http://www.furmancenter.org/data/disclaimer/.",Indicator,CensusTract,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",367,62.5,62.5,31.25,62.5,93.75,109.375,109.375,125,93.75,125,78.125,93.75,140.625,140.625,125,171.875,140.625,203.125,125,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",369,30.92783505,51.54639175,30.92783505,144.3298969,123.7113402,144.3298969,195.8762887,134.0206186,185.5670103,195.8762887,216.4948454,185.5670103,226.8041237,432.9896907,515.4639175,432.9896907,443.2989691,463.9175258,340.2061856,103.0927835
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",370,6.756756757,,,20.27027027,20.27027027,,6.756756757,6.756756757,,20.27027027,6.756756757,13.51351351,20.27027027,,27.02702703,6.756756757,27.02702703,27.02702703,13.51351351,13.51351351
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",371,30.67484663,18.40490798,30.67484663,24.5398773,55.21472393,55.21472393,67.48466258,73.6196319,73.6196319,49.0797546,79.75460123,98.1595092,98.1595092,153.3742331,202.4539877,184.0490798,122.6993865,104.2944785,153.3742331,18.40490798
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",373,50,37.5,50,62.5,150,125,100,112.5,125,175,137.5,150,137.5,250,375,250,200,287.5,187.5,75
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",374,9.900990099,19.8019802,19.8019802,9.900990099,9.900990099,9.900990099,9.900990099,9.900990099,9.900990099,9.900990099,29.7029703,9.900990099,9.900990099,19.8019802,39.6039604,59.40594059,79.20792079,59.40594059,69.30693069,9.900990099
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",375,,14.92537313,7.462686567,74.62686567,52.23880597,14.92537313,59.70149254,29.85074627,59.70149254,89.55223881,59.70149254,52.23880597,97.01492537,82.08955224,104.4776119,126.8656716,82.08955224,149.2537313,119.4029851,44.7761194
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",377,38.96103896,51.94805195,77.92207792,51.94805195,142.8571429,103.8961039,103.8961039,129.8701299,116.8831169,181.8181818,194.8051948,142.8571429,103.8961039,246.7532468,376.6233766,285.7142857,272.7272727,259.7402597,220.7792208,103.8961039
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",379,36.49635036,7.299270073,7.299270073,29.19708029,43.79562044,21.89781022,36.49635036,43.79562044,43.79562044,36.49635036,58.39416058,36.49635036,80.2919708,87.59124088,145.9854015,72.99270073,80.2919708,80.2919708,87.59124088,58.39416058
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",381,46.51162791,46.51162791,58.13953488,104.6511628,116.2790698,116.2790698,116.2790698,127.9069767,69.76744186,139.5348837,186.0465116,139.5348837,139.5348837,255.8139535,325.5813953,197.6744186,220.9302326,290.6976744,209.3023256,46.51162791
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",382,11.9047619,23.80952381,,,,11.9047619,,23.80952381,,11.9047619,,,23.80952381,11.9047619,23.80952381,23.80952381,11.9047619,23.80952381,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",383,60,60,20,50,130,120,140,130,120,240,140,150,140,190,290,350,250,300,250,40
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",385,100,66.66666667,77.77777778,77.77777778,222.2222222,177.7777778,133.3333333,166.6666667,122.2222222,288.8888889,222.2222222,77.77777778,200,322.2222222,344.4444444,277.7777778,322.2222222,344.4444444,244.4444444,77.77777778
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",386,7.352941176,29.41176471,14.70588235,22.05882353,29.41176471,14.70588235,7.352941176,7.352941176,,22.05882353,7.352941176,29.41176471,22.05882353,22.05882353,44.11764706,29.41176471,36.76470588,73.52941176,22.05882353,7.352941176
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",387,67.41573034,56.17977528,89.88764045,191.011236,157.3033708,101.1235955,224.7191011,134.8314607,112.3595506,191.011236,269.6629213,123.5955056,146.0674157,303.3707865,235.9550562,314.6067416,258.4269663,191.011236,202.247191,56.17977528
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",388,25.42372881,,8.474576271,,8.474576271,,25.42372881,8.474576271,8.474576271,8.474576271,25.42372881,16.94915254,16.94915254,,16.94915254,50.84745763,118.6440678,16.94915254,33.89830508,16.94915254
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",389,21.27659574,,21.27659574,63.82978723,21.27659574,63.82978723,85.10638298,42.55319149,127.6595745,21.27659574,21.27659574,21.27659574,42.55319149,63.82978723,85.10638298,127.6595745,85.10638298,85.10638298,42.55319149,42.55319149
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",390,,12.7388535,12.7388535,6.369426752,6.369426752,,6.369426752,19.10828025,,6.369426752,6.369426752,6.369426752,12.7388535,12.7388535,31.84713376,19.10828025,50.95541401,44.58598726,12.7388535,19.10828025
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",391,,11.36363636,,22.72727273,22.72727273,22.72727273,22.72727273,11.36363636,11.36363636,,22.72727273,11.36363636,34.09090909,11.36363636,79.54545455,34.09090909,22.72727273,22.72727273,34.09090909,22.72727273
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",392,,7.575757576,,7.575757576,,7.575757576,7.575757576,7.575757576,,7.575757576,7.575757576,7.575757576,15.15151515,,22.72727273,45.45454545,90.90909091,37.87878788,7.575757576,22.72727273
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",393,54.05405405,40.54054054,40.54054054,54.05405405,108.1081081,121.6216216,121.6216216,40.54054054,162.1621622,27.02702703,108.1081081,121.6216216,202.7027027,162.1621622,256.7567568,229.7297297,162.1621622,297.2972973,175.6756757,27.02702703
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",394,14.08450704,7.042253521,21.12676056,,14.08450704,,,7.042253521,14.08450704,,,7.042253521,14.08450704,35.21126761,14.08450704,35.21126761,63.38028169,28.16901408,42.25352113,21.12676056
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",395,13.51351351,40.54054054,40.54054054,67.56756757,108.1081081,135.1351351,94.59459459,67.56756757,162.1621622,81.08108108,108.1081081,54.05405405,94.59459459,175.6756757,324.3243243,297.2972973,324.3243243,270.2702703,216.2162162,94.59459459
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",396,3.25732899,3.25732899,3.25732899,,6.51465798,,,,3.25732899,6.51465798,9.771986971,,9.771986971,,16.28664495,3.25732899,19.54397394,16.28664495,6.51465798,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",397,53.19148936,31.91489362,74.46808511,74.46808511,85.10638298,95.74468085,170.212766,117.0212766,148.9361702,127.6595745,202.1276596,117.0212766,95.74468085,265.9574468,351.0638298,223.4042553,319.1489362,234.0425532,159.5744681,117.0212766
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",398,21.27659574,21.27659574,,10.63829787,,10.63829787,,10.63829787,10.63829787,31.91489362,21.27659574,21.27659574,,,10.63829787,53.19148936,42.55319149,31.91489362,53.19148936,31.91489362
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",399,76.92307692,65.93406593,32.96703297,98.9010989,54.94505495,120.8791209,153.8461538,87.91208791,175.8241758,208.7912088,120.8791209,87.91208791,87.91208791,109.8901099,318.6813187,208.7912088,208.7912088,329.6703297,131.8681319,87.91208791
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",400,3.333333333,3.333333333,,6.666666667,3.333333333,,,6.666666667,3.333333333,3.333333333,6.666666667,3.333333333,10,,,16.66666667,6.666666667,6.666666667,6.666666667,3.333333333
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",401,68.18181818,56.81818182,56.81818182,68.18181818,125,90.90909091,147.7272727,159.0909091,125,227.2727273,125,159.0909091,90.90909091,272.7272727,340.9090909,329.5454545,443.1818182,352.2727273,284.0909091,113.6363636
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",402,35.29411765,11.76470588,11.76470588,23.52941176,23.52941176,11.76470588,11.76470588,,35.29411765,,11.76470588,11.76470588,,11.76470588,11.76470588,11.76470588,11.76470588,47.05882353,35.29411765,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",403,27.77777778,69.44444444,97.22222222,69.44444444,152.7777778,125,125,27.77777778,97.22222222,180.5555556,166.6666667,111.1111111,152.7777778,194.4444444,458.3333333,402.7777778,500,388.8888889,305.5555556,208.3333333
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",404,,,,10.98901099,,21.97802198,,10.98901099,10.98901099,10.98901099,,10.98901099,,10.98901099,10.98901099,10.98901099,,10.98901099,10.98901099,10.98901099
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",405,16.94915254,16.94915254,,33.89830508,50.84745763,67.79661017,67.79661017,16.94915254,67.79661017,67.79661017,135.5932203,50.84745763,67.79661017,84.74576271,135.5932203,186.440678,135.5932203,169.4915254,67.79661017,101.6949153
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",406,21.27659574,10.63829787,10.63829787,,10.63829787,21.27659574,10.63829787,,,10.63829787,,10.63829787,10.63829787,10.63829787,42.55319149,10.63829787,10.63829787,21.27659574,10.63829787,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",408,,33.70786517,,22.47191011,11.23595506,,33.70786517,22.47191011,,22.47191011,33.70786517,,11.23595506,33.70786517,33.70786517,22.47191011,44.94382022,11.23595506,33.70786517,22.47191011
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",409,11.62790698,23.25581395,11.62790698,23.25581395,34.88372093,69.76744186,23.25581395,58.13953488,46.51162791,104.6511628,34.88372093,34.88372093,46.51162791,69.76744186,162.7906977,93.02325581,162.7906977,174.4186047,139.5348837,34.88372093
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",410,8.474576271,,,,,,,8.474576271,,,,,,8.474576271,,,8.474576271,16.94915254,16.94915254,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",411,59.40594059,59.40594059,79.20792079,59.40594059,79.20792079,79.20792079,108.9108911,39.6039604,99.00990099,138.6138614,79.20792079,79.20792079,89.10891089,128.7128713,207.9207921,217.8217822,237.6237624,148.5148515,148.5148515,59.40594059
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",412,33.33333333,,,,,6.666666667,6.666666667,,,6.666666667,,6.666666667,6.666666667,,,13.33333333,20,26.66666667,6.666666667,6.666666667
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",413,60.86956522,26.08695652,26.08695652,69.56521739,147.826087,78.26086957,147.826087,69.56521739,78.26086957,130.4347826,86.95652174,104.3478261,173.9130435,147.826087,295.6521739,191.3043478,330.4347826,217.3913043,156.5217391,69.56521739
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",414.01,,,2.994011976,2.994011976,,2.994011976,5.988023952,2.994011976,2.994011976,5.988023952,,,,,2.994011976,2.994011976,11.9760479,,2.994011976,2.994011976
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",414.02,,,,3.984063745,3.984063745,7.96812749,3.984063745,3.984063745,,,3.984063745,,,,,3.984063745,11.95219124,7.96812749,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",415,70.86614173,39.37007874,39.37007874,110.2362205,125.984252,86.61417323,133.8582677,165.3543307,165.3543307,133.8582677,125.984252,141.7322835,110.2362205,149.6062992,220.4724409,307.0866142,275.5905512,244.0944882,228.3464567,47.24409449
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",416,15.87301587,23.80952381,,15.87301587,7.936507937,7.936507937,15.87301587,15.87301587,,23.80952381,7.936507937,7.936507937,7.936507937,7.936507937,7.936507937,23.80952381,55.55555556,31.74603175,31.74603175,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",417,22.98850575,11.49425287,22.98850575,,45.97701149,34.48275862,22.98850575,11.49425287,34.48275862,11.49425287,11.49425287,45.97701149,45.97701149,34.48275862,22.98850575,68.96551724,80.45977011,126.4367816,57.47126437,11.49425287
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",418,8.547008547,17.09401709,17.09401709,34.18803419,34.18803419,8.547008547,,,8.547008547,,8.547008547,,8.547008547,,8.547008547,17.09401709,17.09401709,76.92307692,,8.547008547
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",419,8.26446281,33.05785124,16.52892562,24.79338843,41.32231405,74.38016529,24.79338843,33.05785124,41.32231405,49.58677686,41.32231405,33.05785124,16.52892562,82.6446281,115.7024793,107.4380165,90.90909091,90.90909091,74.38016529,24.79338843
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",420,16.80672269,16.80672269,25.21008403,16.80672269,8.403361345,25.21008403,,16.80672269,,,16.80672269,8.403361345,,,,16.80672269,42.01680672,33.61344538,,8.403361345
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",421,7.407407407,59.25925926,37.03703704,51.85185185,59.25925926,44.44444444,44.44444444,74.07407407,66.66666667,44.44444444,44.44444444,29.62962963,51.85185185,66.66666667,103.7037037,66.66666667,185.1851852,66.66666667,37.03703704,59.25925926
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",422,10.75268817,,10.75268817,21.50537634,64.51612903,,21.50537634,10.75268817,21.50537634,10.75268817,32.25806452,21.50537634,,10.75268817,21.50537634,,64.51612903,75.2688172,10.75268817,10.75268817
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",423,9.259259259,18.51851852,,18.51851852,27.77777778,27.77777778,55.55555556,46.2962963,,18.51851852,27.77777778,9.259259259,37.03703704,27.77777778,74.07407407,64.81481481,101.8518519,74.07407407,46.2962963,18.51851852
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",424,22.47191011,,,,11.23595506,,,11.23595506,,11.23595506,11.23595506,,11.23595506,33.70786517,,22.47191011,11.23595506,22.47191011,22.47191011,11.23595506
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",425,55.55555556,18.51851852,18.51851852,37.03703704,18.51851852,37.03703704,55.55555556,74.07407407,74.07407407,55.55555556,74.07407407,55.55555556,37.03703704,92.59259259,18.51851852,37.03703704,111.1111111,55.55555556,37.03703704,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",426,,10.20408163,,,10.20408163,40.81632653,,,,30.6122449,,10.20408163,,10.20408163,,20.40816327,51.02040816,20.40816327,30.6122449,10.20408163
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",427,,15.87301587,,15.87301587,,,15.87301587,15.87301587,,,,,,,47.61904762,,15.87301587,,47.61904762,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",428,,,11.62790698,11.62790698,11.62790698,11.62790698,,,,11.62790698,23.25581395,,,,23.25581395,11.62790698,34.88372093,23.25581395,,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",429,,,,,,,,,,,,,,,,,153.8461538,230.7692308,,76.92307692
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",430,14.28571429,28.57142857,,,,,,,,,,,,14.28571429,,,,28.57142857,14.28571429,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",431,44.44444444,,111.1111111,44.44444444,111.1111111,,88.88888889,22.22222222,66.66666667,88.88888889,66.66666667,22.22222222,,22.22222222,,22.22222222,88.88888889,133.3333333,22.22222222,22.22222222
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",432,,23.52941176,11.76470588,23.52941176,23.52941176,,11.76470588,,,,,,,,23.52941176,23.52941176,35.29411765,,11.76470588,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",433,,14.08450704,14.08450704,28.16901408,,28.16901408,42.25352113,14.08450704,42.25352113,42.25352113,42.25352113,56.33802817,42.25352113,42.25352113,98.5915493,,98.5915493,42.25352113,56.33802817,42.25352113
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",434,,11.23595506,,,,,,33.70786517,33.70786517,11.23595506,,11.23595506,,,22.47191011,11.23595506,89.88764045,33.70786517,11.23595506,22.47191011
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",435,22.55639098,45.11278195,30.07518797,30.07518797,37.59398496,75.18796992,60.15037594,45.11278195,67.66917293,22.55639098,37.59398496,15.03759398,45.11278195,52.63157895,127.8195489,150.3759398,120.3007519,120.3007519,157.8947368,22.55639098
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",436,13.51351351,13.51351351,13.51351351,13.51351351,27.02702703,13.51351351,13.51351351,13.51351351,13.51351351,13.51351351,,40.54054054,13.51351351,,40.54054054,,27.02702703,,,13.51351351
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",437,27.02702703,40.54054054,81.08108108,67.56756757,94.59459459,54.05405405,94.59459459,54.05405405,108.1081081,121.6216216,94.59459459,67.56756757,94.59459459,121.6216216,216.2162162,148.6486486,175.6756757,216.2162162,108.1081081,67.56756757
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",438,,,12.04819277,12.04819277,,12.04819277,,,,,,,,12.04819277,,12.04819277,96.38554217,36.14457831,24.09638554,
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",439,58.13953488,11.62790698,11.62790698,34.88372093,69.76744186,34.88372093,34.88372093,46.51162791,58.13953488,23.25581395,34.88372093,23.25581395,11.62790698,58.13953488,46.51162791,104.6511628,81.39534884,116.2790698,81.39534884,11.62790698
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",440,27.02702703,27.02702703,,18.01801802,27.02702703,9.009009009,36.03603604,,18.01801802,18.01801802,18.01801802,9.009009009,9.009009009,9.009009009,18.01801802,27.02702703,63.06306306,36.03603604,36.03603604,18.01801802
,"Notices of Foreclosure Rate, 1-4 Family Buildings (per 1,000 buildings)",441,,51.72413793,17.24137931,34.48275862,34.48275862,68.96551724,,17.24137931,68.96551724,51.72413793,,51.72413793,68.96551724,68.96551724,103.4482759,51.72413793,51.72413793,51.72413793,86.20689655,17.24137931
